log_message,target_label,complexity,message_length
File upload completed: data.csv (100MB) by user john.doe,user_action,bert,56
File upload completed: quarterly.xlsx (45MB) by client manager.ops,user_action,regex,66
Account locked: 5 failed login attempts for temp.user,user_action,bert,53
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,bert,54
API rate limit exceeded for client alpha-inc (10 requests/minute),workflow_error,llm,65
Account locked: 50 failed login attempts for manager.ops,user_action,regex,56
ETL pipeline completed: 100 records processed in 60 minutes,system_notification,regex,59
Database conn pool initialized with 100 conns,system_notification,bert,45
Account locked: 20 failed login attempts for manager.ops,user_action,llm,56
"Database driver postgres-9.x is deprecated, upgrade to 4.0",deprecation_warning,regex,58
API rate limit exceeded for client xyz-corp (5 requests/minute),workflow_error,llm,63
"Cache cleared: 100 entries removed, 100MB freed",system_notification,regex,47
File upload completed: data.csv (100MB) by user admin,user_action,bert,53
Memory usage: 95% of heap (6.2GB/16GB),system_notification,bert,38
"API endpoint /auth/login is obsolete, migrate to /v2/users by Jan 2025",deprecation_warning,llm,70
Database conn pool initialized with 2500 conns,system_notification,bert,46
Account locked: 20 failed login attempts for temp.user,user_action,bert,54
Password changed successfully for user ID 12345,user_action,llm,47
Configuration file report.pdf reloaded completed,system_notification,regex,48
"Cache cleared: 50 entries removed, 45MB freed",system_notification,bert,45
Memory usage: 95% of heap (4.2GB/16GB),system_notification,regex,38
File upload completed: report.pdf (512MB) by client admin,user_action,regex,57
API rate limit exceeded for client xyz-corp (2500 requests/minute),workflow_error,regex,66
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,bert,66
Maintenance window scheduled,unclassified,llm,28
Client session expired after 45 minutes for client alice.smith,user_action,regex,62
Document validation unsuccessful: missing required field customer_id,workflow_error,regex,68
"Method calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,regex,77
Update available,unclassified,llm,16
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,regex,66
Load balancer health check passed - 100 nodes healthy,system_notification,bert,53
Memory usage: 75% of heap (6.2GB/8GB),system_notification,regex,37
File upload failed: data.csv exceeds 45MB limit,workflow_error,llm,47
Account locked: 10 failed login attempts for alice.smith,user_action,llm,56
User session expired after 60 minutes for user alice.smith,user_action,bert,58
Configuration file quarterly.xlsx reloaded completed,system_notification,regex,52
"API endpoint /metrics is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,llm,69
Profile updated: user 12345 changed email to user@invalid-domain,user_action,regex,64
File upload failed: backup.zip exceeds 512MB limit,workflow_error,bert,50
"Cache cleared: 2500 entries removed, 250MB freed",system_notification,bert,48
"API endpoint /v1/users is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,regex,70
Account locked: 1250 failed login attempts for temp.client,user_action,regex,58
Database connection pool initialized with 2500 connections,system_notification,llm,58
File upload completed: report.pdf (45MB) by client admin,user_action,regex,56
API rate limit exceeded for client beta-ltd (2500 requests/minute),workflow_error,regex,66
Scheduled backup completed at 2025-09-14 14:30:00,system_notification,regex,49
User admin created new project 'Q4-Analytics',user_action,regex,45
Maintenance window scheduled,unclassified,bert,28
Two-factor authentication enabled for user john.doe,user_action,bert,51
"Cache cleared: 100 entries removed, 512MB freed",system_notification,llm,47
File upload completed: backup.zip (100MB) by user admin,user_action,regex,55
Profile updated: user 78934 changed email to test@unknown.com,user_action,regex,61
Configuration file config.yaml reloaded successfully,system_notification,llm,52
API endpoint /v2/orders responding normally (120ms),system_notification,llm,51
File upload failed: backup.zip exceeds 1024MB limit,workflow_error,llm,51
API endpoint /auth/login responding normally (120ms),system_notification,bert,52
API endpoint /v1/clients responding normally (120ms),system_notification,regex,52
Application started successfully on port 8080,system_notification,bert,45
Memory usage: 82% of heap (6.2GB/8GB),system_notification,bert,37
"Legacy email template system obsolete, use new template engine",deprecation_warning,llm,62
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,regex,66
API rate limit exceeded for client beta-ltd (5 requests/minute),workflow_error,bert,63
Account locked: 50 failed login attempts for admin,user_action,bert,50
"Report format XML will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,llm,67
"API endpoint /auth/login is obsolete, migrate to /v3/auth by Dec 2024",deprecation_warning,llm,69
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,llm,69
File upload failed: quarterly.xlsx exceeds 45MB limit,workflow_error,bert,53
File upload failed: report.pdf exceeds 250MB limit,workflow_error,llm,50
Account locked: 5 failed login attempts for admin,user_action,bert,49
API rate limit exceeded for client alpha-inc (1250 requests/minute),workflow_error,llm,67
API endpoint /v1/users responding normally (120ms),system_notification,llm,50
Password changed completed for user ID 12847,user_action,regex,44
Database connection pool initialized with 20 connections,system_notification,bert,56
ETL pipeline completed: 50 records processed in {minutes} minutes,system_notification,regex,65
Account locked: 1250 unsuccessful login attempts for manager.ops,user_action,regex,64
File upload completed: data.csv (100MB) by client temp.client,user_action,regex,61
ETL pipeline completed: 2500 records processed in {minutes} minutes,system_notification,bert,67
Account locked: 100 failed login attempts for manager.ops,user_action,llm,57
Client admin logged in from IP 203.0.113.55,user_action,regex,43
Client session expired after 5 minutes for client manager.ops,user_action,regex,61
Payment processing unsuccessful: insufficient funds for order #54321,workflow_error,regex,68
Account locked: 20 failed login attempts for manager.ops,user_action,bert,56
File upload completed: quarterly.xlsx (512MB) by user temp.user,user_action,bert,63
File upload failed: report.pdf exceeds 100MB limit,workflow_error,bert,50
Database connection timeout after 15 seconds,workflow_error,bert,44
Credit card authorization declined: card expired,workflow_error,llm,48
"Cache cleared: 5 entries removed, 100MB freed",system_notification,llm,45
Configuration option 'debug=true' will be removed in version 2.0,deprecation_warning,llm,64
Account locked: 5 failed login attempts for temp.user,user_action,llm,53
Account locked: 5 failed login attempts for alice.smith,user_action,bert,55
API rate limit exceeded for client beta-ltd (50 requests/minute),workflow_error,bert,64
"Db driver postgres-9.x is deprecated, upgrade to 4.0",deprecation_warning,bert,52
Account locked: 10 unsuccessful login attempts for manager.ops,user_action,regex,62
File upload completed: quarterly.xlsx (45MB) by client temp.client,user_action,regex,66
"SSL protocol TLSv1.1 is obsolete, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,llm,64
Memory usage: 45% of heap (7.1GB/8GB),system_notification,bert,37
User session expired after 5 minutes for user admin,user_action,llm,51
"Db driver mysql-connector-5.x is deprecated, upgrade to 3.0",deprecation_warning,bert,59
File upload completed: backup.zip (1024MB) by client alice.smith,user_action,regex,64
"Method calculateTax() deprecated since 4.0, use VATService instead",deprecation_warning,regex,66
Client session expired after 45 minutes for client manager.ops,user_action,regex,62
File upload failed: config.yaml exceeds 1024MB limit,workflow_error,llm,52
File upload completed: backup.zip (250MB) by user alice.smith,user_action,llm,61
File upload completed: report.pdf (100MB) by user john.doe,user_action,llm,58
"Method calculateTax() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,regex,77
User preferences updated: email-only,user_action,bert,36
File upload completed: config.yaml (100MB) by user manager.ops,user_action,bert,62
API rate limit exceeded for client alpha-inc (5 requests/minute),workflow_error,llm,64
Account locked: 1250 unsuccessful login attempts for manager.ops,user_action,regex,64
File upload unsuccessful: backup.zip exceeds 512MB limit,workflow_error,regex,56
File upload completed: quarterly.xlsx (512MB) by client manager.ops,user_action,regex,67
Document shared: report.pdf shared with team-leads@company.com,user_action,bert,62
ETL pipeline completed: 1250 records processed in 15 minutes,system_notification,regex,60
"Cache cleared: 1250 entries removed, 512MB freed",system_notification,regex,48
Payment processing failed: insufficient funds for order #67890,workflow_error,regex,62
User temp.user created new project 'Q1-Financials',user_action,regex,50
Client admin logged in from IP {ip},user_action,regex,35
Document validation was unsuccessful: missing required field customer_id,workflow_error,llm,72
Legacy authentication module will be sunset in Q3 2025,deprecation_warning,llm,54
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,regex,71
Account locked: 50 failed login attempts for temp.user,user_action,llm,54
Account locked: 2500 failed login attempts for temp.user,user_action,regex,56
Password changed successfully for client ID 12345,user_action,regex,49
File upload was unsuccessful: report.pdf exceeds 1024MB limit,workflow_error,llm,61
User alice.smith logged in from IP 203.0.113.55,user_action,regex,47
Account locked: 2500 was unsuccessful login attempts for alice.smith,user_action,llm,68
Config option 'legacy_mode=true' will be removed in version 4.0,deprecation_warning,bert,63
File upload failed: config.yaml exceeds 512MB limit,workflow_error,llm,51
API endpoint /metrics responding normally (120ms),system_notification,regex,49
API endpoint /v2/orders responding normally (250ms),system_notification,regex,51
Memory usage: 75% of heap (7.1GB/16GB),system_notification,bert,38
Queue processing failed: limit exceeded,workflow_error,llm,39
"Report format CSV will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,llm,67
File upload completed: report.pdf (250MB) by user admin,user_action,bert,55
"Support ending for Internet Explorer by Jan 2025, update requirements",deprecation_warning,llm,69
Account locked: 1500 unsuccessful login attempts for temp.user,user_action,regex,62
User session expired after 5 minutes for user manager.ops,user_action,bert,57
File upload completed: report.pdf (45MB) by user admin,user_action,regex,54
File upload completed: backup.zip (250MB) by user john.doe,user_action,regex,58
User session expired after 5 minutes for user admin,user_action,llm,51
"Function calculateVAT() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,llm,79
Account locked: 20 failed login attempts for alice.smith,user_action,bert,56
File upload completed: config.yaml (45MB) by user temp.user,user_action,regex,59
Payment processing failed: insufficient funds for order #67890,workflow_error,regex,62
Client alice.smith created new project 'Q4-Analytics',user_action,regex,53
"Cache cleared: 50 entries removed, 45MB freed",system_notification,bert,45
File upload completed: report.pdf (45MB) by client manager.ops,user_action,regex,62
"Cache cleared: 2500 entries removed, 100MB freed",system_notification,bert,48
File upload was unsuccessful: data.csv exceeds 512MB limit,workflow_error,llm,58
ETL pipeline completed: 1250 records processed in 60 minutes,system_notification,bert,60
Data validation error: schema mismatch in field user_id,workflow_error,bert,55
API rate limit exceeded for client alpha-inc (2500 requests/minute),workflow_error,regex,67
File upload completed: backup.zip (512MB) by user admin,user_action,regex,55
Memory usage: 95% of heap (4.2GB/16GB),system_notification,regex,38
Memory usage: 95% of heap (7.1GB/16GB),system_notification,bert,38
Account locked: 100 failed login attempts for alice.smith,user_action,llm,57
Database connection pool initialized with 1500 connections,system_notification,bert,58
"API endpoint /metrics is deprecated, migrate to /v2/clients by Q2 2025",deprecation_warning,regex,70
Database connection pool initialized with 20 connections,system_notification,llm,56
File upload completed: backup.zip (250MB) by user alice.smith,user_action,llm,61
Status: OK,unclassified,bert,10
Account locked: 2500 was unsuccessful login attempts for temp.user,user_action,llm,66
Memory usage: 95% of heap (6.2GB/8GB),system_notification,regex,37
API rate limit exceeded for client beta-ltd (1250 requests/minute),workflow_error,llm,66
API endpoint /v1/clients responding normally (250ms),system_notification,regex,52
File upload completed: report.pdf (100MB) by user admin,user_action,llm,55
File upload completed: backup.zip (1024MB) by user alice.smith,user_action,bert,62
Credit card authorization declined: card expired,workflow_error,regex,48
File upload completed: data.csv (100MB) by client john.doe,user_action,regex,58
"Cache cleared: 1500 entries removed, 1024MB freed",system_notification,bert,49
"API endpoint /auth/login is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,llm,72
API rate limit exceeded for client alpha-inc (5 requests/minute),workflow_error,regex,64
Account locked: 100 unsuccessful login attempts for admin,user_action,regex,57
User session expired after 15 minutes for user john.doe,user_action,bert,55
"Cache cleared: 100 entries removed, 512MB freed",system_notification,regex,47
"Method calculateTax() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,regex,77
File upload completed: config.yaml (100MB) by user admin,user_action,regex,56
Password changed successfully for user ID 12847,user_action,bert,47
Memory usage: 75% of heap (7.1GB/16GB),system_notification,llm,38
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,llm,71
Account locked: 10 failed login attempts for john.doe,user_action,llm,53
Two-factor authentication enabled for user admin,user_action,llm,48
User admin created new project 'HR-Dashboard',user_action,regex,45
"Support ending for Internet Explorer by Q2 2025, update requirements",deprecation_warning,regex,68
ETL pipeline completed: 5 records processed in {minutes} minutes,system_notification,regex,64
"Cache cleared: 100 entries removed, 512MB freed",system_notification,llm,47
File upload completed: backup.zip (250MB) by user alice.smith,user_action,llm,61
"Cache cleared: 5 entries removed, 512MB freed",system_notification,llm,45
File upload completed: data.csv (512MB) by user admin,user_action,bert,53
ETL pipeline completed: 20 records processed in 15 minutes,system_notification,regex,58
Memory usage: 75% of heap (7.1GB/16GB),system_notification,llm,38
File upload failed: size exceeds 10MB limit,workflow_error,regex,43
File upload completed: quarterly.xlsx (100MB) by client alice.smith,user_action,regex,67
File upload completed: backup.zip (45MB) by user john.doe,user_action,llm,57
"Support ending for Internet Explorer by Q2 2025, update requirements",deprecation_warning,regex,68
File upload completed: quarterly.xlsx (1024MB) by user temp.user,user_action,regex,64
Configuration file quarterly.xlsx reloaded completed,system_notification,regex,52
File upload completed: quarterly.xlsx (45MB) by user admin,user_action,llm,58
Memory usage: 60% of heap (7.1GB/16GB),system_notification,regex,38
Account locked: 1250 was unsuccessful login attempts for alice.smith,user_action,llm,68
Password changed successfully for user ID 78934,user_action,regex,47
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,llm,66
File upload completed: config.yaml (100MB) by user alice.smith,user_action,llm,62
"Cache cleared: 10 entries removed, 1024MB freed",system_notification,llm,47
"API endpoint /auth/login is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,bert,72
File upload completed: report.pdf (45MB) by client manager.ops,user_action,regex,62
"API endpoint /v1/clients is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,71
File upload completed: data.csv (512MB) by user admin,user_action,bert,53
Database conn pool initialized with 20 conns,system_notification,bert,44
File upload completed: quarterly.xlsx (1024MB) by user admin,user_action,bert,60
Account locked: 5 failed login attempts for john.doe,user_action,bert,52
Email delivery was unsuccessful: invalid recipient address user@invalid-domain,workflow_error,llm,78
"Cache cleared: 100 entries removed, 250MB freed",system_notification,bert,47
File upload completed: report.pdf (45MB) by user alice.smith,user_action,bert,60
File upload was unsuccessful: data.csv exceeds 1024MB limit,workflow_error,llm,59
File upload completed: data.csv (512MB) by client admin,user_action,regex,55
API endpoint /auth/login responding normally (145ms),system_notification,llm,52
File upload completed: quarterly.xlsx (250MB) by user admin,user_action,bert,59
ETL pipeline completed: 50 records processed in {minutes} minutes,system_notification,llm,65
Application started successfully on port 3000,system_notification,llm,45
API rate limit exceeded for client beta-ltd (1250 requests/minute),workflow_error,llm,66
Account locked: 1500 failed login attempts for alice.smith,user_action,regex,58
"Cache cleared: 100 entries removed, 1024MB freed",system_notification,llm,48
"Report format XML will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,bert,67
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,65
Scheduled backup completed at 2025-09-14 14:30:00,system_notification,llm,49
Account locked: 5 failed login attempts for john.doe,user_action,bert,52
"Method calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,regex,77
Maintenance window scheduled,unclassified,llm,28
"Cache cleared: 2500 entries removed, 1024MB freed",system_notification,bert,49
Database connection pool initialized with 2500 connections,system_notification,regex,58
Memory usage: 75% of heap (7.1GB/8GB),system_notification,regex,37
User john.doe logged in from IP 192.168.1.100,user_action,bert,45
Account locked: 50 unsuccessful login attempts for admin,user_action,regex,56
File upload completed: config.yaml (512MB) by user alice.smith,user_action,llm,62
Account locked: 20 failed login attempts for admin,user_action,regex,50
Legacy auth module will be sunset in Q4 2024,deprecation_warning,bert,44
File upload failed: data.csv exceeds 512MB limit,workflow_error,regex,48
File upload completed: config.yaml (512MB) by user alice.smith,user_action,bert,62
File upload completed: report.pdf (250MB) by user temp.user,user_action,llm,59
"Method calculateVAT() deprecated since 2.0, use VATService instead",deprecation_warning,bert,66
Configuration file report.pdf reloaded successfully,system_notification,regex,51
User admin created new project 'Q4-Analytics',user_action,llm,45
User session expired after {minutes} minutes for user manager.ops,user_action,bert,65
Memory usage: 45% of heap (6.2GB/16GB),system_notification,regex,38
ETL pipeline completed: 50 records processed in 15 minutes,system_notification,regex,58
Credit card authz declined: invalid CVV,workflow_error,bert,39
File upload completed: config.yaml (512MB) by client alice.smith,user_action,regex,64
API rate limit exceeded for client beta-ltd (1250 requests/minute),workflow_error,llm,66
"Cache cleared: 20 entries removed, 45MB freed",system_notification,bert,45
"API endpoint /auth/login is obsolete, migrate to /v3/auth by Q2 2025",deprecation_warning,llm,68
File upload completed: config.yaml (250MB) by user manager.ops,user_action,bert,62
Memory usage: 60% of heap (6.2GB/16GB),system_notification,bert,38
ETL pipeline completed: 20 records processed in {minutes} minutes,system_notification,llm,65
Database connection timeout after 60 seconds,workflow_error,bert,44
Memory usage: 60% of heap (7.1GB/8GB),system_notification,bert,37
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,bert,65
Password changed completed successfullyly for user ID 67890,user_action,llm,59
File upload unsuccessful: data.csv exceeds 250MB limit,workflow_error,regex,54
"Method calculateVAT() deprecated since 2.0, use VATService instead",deprecation_warning,regex,66
Memory usage: 60% of heap (6.2GB/8GB),system_notification,regex,37
Memory usage: 60% of heap (6.2GB/16GB),system_notification,llm,38
Config file report.pdf reloaded successfully,system_notification,bert,44
Memory usage: 45% of heap (4.2GB/8GB),system_notification,llm,37
ETL pipeline completed: 1250 records processed in 5 minutes,system_notification,regex,59
"Cache cleared: 2500 entries removed, 250MB freed",system_notification,bert,48
"Report format XML will be discontinued, migrate to Parquet by Jan 2025",deprecation_warning,llm,70
Client alice.smith created new project 'Q4-Analytics',user_action,regex,53
Account locked: 1500 unsuccessful login attempts for temp.user,user_action,regex,62
User session expired after 5 minutes for user temp.user,user_action,regex,55
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,bert,69
API rate limit exceeded for client alpha-inc (1250 requests/minute),workflow_error,llm,67
Account locked: 50 failed login attempts for alice.smith,user_action,bert,56
ETL pipeline completed: 10 records processed in {minutes} minutes,system_notification,regex,65
File upload completed: backup.zip (512MB) by user admin,user_action,regex,55
Account locked: 5 was unsuccessful login attempts for temp.user,user_action,llm,63
ETL pipeline completed: 1250 records processed in 45 minutes,system_notification,llm,60
"Function calculateVAT() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,llm,79
ETL pipeline completed: 20 records processed in 5 minutes,system_notification,bert,57
File upload failed: quarterly.xlsx exceeds 100MB limit,workflow_error,bert,54
Account locked: 50 was unsuccessful login attempts for temp.user,user_action,llm,64
Legacy authentication module will be sunset in Q4 2024,deprecation_warning,bert,54
"Cache cleared: 5 entries removed, 45MB freed",system_notification,llm,44
Memory usage: 82% of heap (7.1GB/8GB),system_notification,llm,37
"API endpoint /auth/login is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,regex,72
File upload completed: report.pdf (250MB) by client alice.smith,user_action,regex,63
File upload completed: data.csv (45MB) by user manager.ops,user_action,regex,58
Memory usage: 95% of heap (7.1GB/16GB),system_notification,bert,38
Account locked: 20 was unsuccessful login attempts for alice.smith,user_action,llm,66
Queue processing failed: card expired,workflow_error,regex,37
User session expired after 60 minutes for user admin,user_action,bert,52
API rate limit exceeded for client xyz-corp (100 requests/minute),workflow_error,llm,65
File upload completed: quarterly.xlsx (45MB) by user alice.smith,user_action,regex,64
API rate limit exceeded for client beta-ltd (5 requests/minute),workflow_error,llm,63
"Cache cleared: 5 entries removed, 100MB freed",system_notification,bert,45
App started successfully on port 9090,system_notification,bert,37
Password changed successfully for user ID 78934,user_action,bert,47
Db connection pool initialized with 50 connections,system_notification,bert,50
"API endpoint /v2/orders is deprecated, migrate to /v2/clients by Q2 2025",deprecation_warning,regex,72
Account locked: 100 was unsuccessful login attempts for alice.smith,user_action,llm,67
Client session expired after {minutes} minutes for client alice.smith,user_action,regex,69
API rate limit exceeded for client alpha-inc (2500 requests/minute),workflow_error,llm,67
Account locked: 100 failed login attempts for temp.user,user_action,regex,55
Old file storage API deprecated: migrate to new template engine,deprecation_warning,llm,63
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,llm,66
File upload completed: backup.zip (1024MB) by user manager.ops,user_action,bert,62
Application started successfully on port 3000,system_notification,llm,45
"SSL protocol TLSv1.1 is obsolete, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,llm,63
Account locked: 10 failed login attempts for temp.user,user_action,llm,54
File upload was unsuccessful: quarterly.xlsx exceeds 512MB limit,workflow_error,llm,64
SSL certificate renewed for domain payments.org,system_notification,regex,47
User alice.smith logged in from IP 192.168.1.100,user_action,regex,48
API rate limit exceeded for client alpha-inc (20 requests/minute),workflow_error,llm,65
"Database driver postgres-9.x is obsolete, upgrade to 2.0",deprecation_warning,llm,56
File upload completed: backup.zip (45MB) by user john.doe,user_action,bert,57
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Dec 2024",deprecation_warning,regex,66
Load balancer health check passed - 20 nodes healthy,system_notification,llm,52
User preferences updated: SMS-only,user_action,bert,34
API endpoint /metrics responding normally (250ms),system_notification,llm,49
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,llm,69
Two-factor auth enabled for user alice.smith,user_action,bert,44
Load balancer health check passed - 20 nodes healthy,system_notification,regex,52
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,regex,69
"Report format CSV will be discontinued, migrate to Parquet by Q2 2025",deprecation_warning,llm,69
User session expired after 60 minutes for user admin,user_action,bert,52
File upload completed: data.csv (1024MB) by client admin,user_action,regex,56
ETL pipeline completed: 100 records processed in {minutes} minutes,system_notification,regex,66
User manager.ops created new project 'Q4-Analytics',user_action,bert,51
File upload completed: backup.zip (100MB) by user temp.user,user_action,llm,59
File upload completed: quarterly.xlsx (100MB) by user john.doe,user_action,bert,62
ETL pipeline completed: 5 records processed in 15 minutes,system_notification,llm,57
File upload completed: backup.zip (1024MB) by user admin,user_action,regex,56
Account locked: 1250 failed login attempts for john.doe,user_action,regex,55
Client admin created new project 'Q1-Financials',user_action,regex,48
File upload completed: config.yaml (512MB) by user alice.smith,user_action,bert,62
ETL pipeline completed: 2500 records processed in {minutes} minutes,system_notification,regex,67
User temp.user logged in from IP {ip},user_action,bert,37
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,regex,49
File upload failed: backup.zip exceeds 45MB limit,workflow_error,regex,49
Profile updated: user 78934 changed email to test@unknown.com,user_action,llm,61
Account locked: 1250 failed login attempts for admin,user_action,bert,52
"Cache cleared: 20 entries removed, 1024MB freed",system_notification,regex,47
"Cache cleared: 50 entries removed, 1024MB freed",system_notification,bert,47
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,regex,66
Action completed successfully,unclassified,bert,29
Account locked: 1250 failed login attempts for manager.ops,user_action,regex,58
File upload unsuccessful: config.yaml exceeds 100MB limit,workflow_error,regex,57
Config option 'legacy_mode=true' will be removed in version 3.0,deprecation_warning,bert,63
Data import failed: duplicate record at line 9001,workflow_error,bert,49
Account locked: 2500 failed login attempts for alice.smith,user_action,llm,58
"Cache cleared: 20 entries removed, 512MB freed",system_notification,llm,46
File upload completed: report.pdf (512MB) by user manager.ops,user_action,bert,61
File upload failed: quarterly.xlsx exceeds 100MB limit,workflow_error,bert,54
Update available,unclassified,llm,16
File upload failed: quarterly.xlsx exceeds 1024MB limit,workflow_error,regex,55
File upload completed: data.csv (100MB) by user admin,user_action,llm,53
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,bert,71
Credit card authorization declined: card expired,workflow_error,bert,48
Password changed successfully for user ID 78934,user_action,regex,47
User admin logged in from IP 203.0.113.55,user_action,bert,41
API rate limit exceeded for client alpha-inc (1500 requests/minute),workflow_error,llm,67
"Report format CSV will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,llm,67
"Database driver postgres-9.x is deprecated, upgrade to 4.0",deprecation_warning,bert,58
API rate limit exceeded for client xyz-corp (5 requests/minute),workflow_error,bert,63
"API endpoint /v1/users is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,bert,70
Payment processing failed: insufficient funds for order #67890,workflow_error,bert,62
Account locked: 1500 failed login attempts for admin,user_action,llm,52
API endpoint /auth/login responding normally (200ms),system_notification,regex,52
"API endpoint /metrics is obsolete, migrate to /v2/users by Dec 2024",deprecation_warning,llm,67
Db connection pool initialized with 10 connections,system_notification,bert,50
"Support ending for Safari 12 by Dec 2024, update requirements",deprecation_warning,llm,61
File upload completed: report.pdf (45MB) by client manager.ops,user_action,regex,62
User john.doe created new project 'Q4-Analytics',user_action,llm,48
User session expired after 5 minutes for user admin,user_action,llm,51
User temp.user logged in from IP 10.0.0.45,user_action,regex,42
Configuration file quarterly.xlsx reloaded successfully,system_notification,llm,55
Two-factor auth enabled for user alice.smith,user_action,bert,44
Client temp.client created new project 'Q4-Analytics',user_action,regex,53
Document shared: quarterly.xlsx shared with finance-team@company.com,user_action,bert,68
Profile updated: client 12847 changed email to test@unknown.com,user_action,regex,63
Load balancer health check passed - 10 nodes healthy,system_notification,llm,52
File upload failed: report.pdf exceeds 45MB limit,workflow_error,llm,49
Account locked: 2500 unsuccessful login attempts for admin,user_action,regex,58
Client session expired after 45 minutes for client manager.ops,user_action,regex,62
User preferences updated: email-only,user_action,bert,36
ETL pipeline completed: 50 records processed in 45 minutes,system_notification,bert,58
File upload completed: config.yaml (250MB) by user admin,user_action,regex,56
File upload completed: report.pdf (512MB) by user manager.ops,user_action,bert,61
User preferences updated: SMS-only,user_action,llm,34
File upload failed: data.csv exceeds 1024MB limit,workflow_error,regex,49
Account locked: 5 failed login attempts for alice.smith,user_action,llm,55
"Cache cleared: 5 entries removed, 45MB freed",system_notification,llm,44
File upload completed: quarterly.xlsx (1024MB) by user admin,user_action,regex,60
Profile updated: client 12847 changed email to test@unknown.com,user_action,regex,63
Credit card authorization declined: limit exceeded,workflow_error,bert,50
API rate limit exceeded for client beta-ltd (20 requests/minute),workflow_error,regex,64
"API endpoint /metrics is obsolete, migrate to /v3/auth by Jan 2025",deprecation_warning,llm,66
Two-factor authentication enabled for user john.doe,user_action,bert,51
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,bert,66
File upload completed: report.pdf (512MB) by user john.doe,user_action,regex,58
"Support ending for Safari 12 by Q2 2025, update requirements",deprecation_warning,llm,60
File upload was unsuccessful: quarterly.xlsx exceeds 250MB limit,workflow_error,llm,64
"Support ending for Safari 12 by Dec 2024, update requirements",deprecation_warning,llm,61
Account locked: 100 failed login attempts for john.doe,user_action,regex,54
User session expired after 5 minutes for user alice.smith,user_action,bert,57
File upload completed: backup.zip (45MB) by user manager.ops,user_action,bert,60
User session expired after {minutes} minutes for user manager.ops,user_action,regex,65
Profile updated: user 12847 changed email to user@invalid-domain,user_action,llm,64
Document shared: data.csv shared with team-leads@company.com,user_action,regex,60
File upload unsuccessful: quarterly.xlsx exceeds 45MB limit,workflow_error,regex,59
Memory usage: 95% of heap (7.1GB/16GB),system_notification,llm,38
API rate limit exceeded for client beta-ltd (100 requests/minute),workflow_error,llm,65
"Cache cleared: 10 entries removed, 250MB freed",system_notification,llm,46
"Cache cleared: 5 entries removed, 100MB freed",system_notification,llm,45
File upload completed: config.yaml (250MB) by client temp.client,user_action,regex,64
File upload completed: backup.zip (250MB) by client temp.client,user_action,regex,63
Account locked: 100 unsuccessful login attempts for john.doe,user_action,regex,60
User temp.user created new project 'HR-Dashboard',user_action,llm,49
Account locked: 50 was unsuccessful login attempts for admin,user_action,llm,60
"Method calculateVAT() deprecated since 4.0, use TaxCalculationService instead",deprecation_warning,llm,77
Password changed successfully for user ID 12847,user_action,llm,47
