log_message,target_label,complexity,message_length
File upload unsuccessful: report.pdf exceeds 100MB limit,workflow_error,regex,56
Client session expired after {minutes} minutes for client john.doe,user_action,regex,66
User alice.smith created new project 'Q1-Financials',user_action,regex,52
Document validation failed: missing required field email,workflow_error,regex,56
ETL pipeline completed: 10 records processed in {minutes} minutes,system_notification,regex,65
File upload completed: report.pdf (512MB) by client john.doe,user_action,regex,60
ETL pipeline completed: 1250 records processed in 5 minutes,system_notification,regex,59
File upload unsuccessful: quarterly.xlsx exceeds 1024MB limit,workflow_error,regex,61
File upload completed: quarterly.xlsx (250MB) by client manager.ops,user_action,regex,67
User alice.smith created new project 'Q1-Financials',user_action,regex,52
Account locked: 20 unsuccessful login attempts for manager.ops,user_action,regex,62
File upload completed: report.pdf (512MB) by user john.doe,user_action,regex,58
File upload completed: data.csv (45MB) by user john.doe,user_action,regex,55
File upload completed: report.pdf (1024MB) by user alice.smith,user_action,regex,62
File upload completed: report.pdf (45MB) by user manager.ops,user_action,regex,60
"API endpoint /metrics is deprecated, migrate to /v2/clients by Q2 2025",deprecation_warning,regex,70
Queue processing unsuccessful: card expired,workflow_error,regex,43
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,70
Password changed completed for user ID 78934,user_action,regex,44
File upload completed: quarterly.xlsx (100MB) by client admin,user_action,regex,61
Memory usage: 95% of heap (7.1GB/8GB),system_notification,regex,37
File upload completed: config.yaml (45MB) by user temp.user,user_action,regex,59
User session expired after 60 minutes for user john.doe,user_action,regex,55
Two-factor authentication enabled for client admin,user_action,regex,50
API rate limit exceeded for client beta-ltd (1500 requests/minute),workflow_error,regex,66
Memory usage: 75% of heap (7.1GB/8GB),system_notification,regex,37
Configuration option 'legacy_mode=true' will be removed in version 4.0,deprecation_warning,regex,70
File upload completed: report.pdf (45MB) by user temp.user,user_action,regex,58
File upload completed: quarterly.xlsx (45MB) by client manager.ops,user_action,regex,66
"Cache cleared: 10 entries removed, 100MB freed",system_notification,regex,46
File upload completed: quarterly.xlsx (100MB) by client manager.ops,user_action,regex,67
Account locked: 1250 unsuccessful login attempts for admin,user_action,regex,58
Action completed successfully,unclassified,regex,29
File upload completed: backup.zip (250MB) by user manager.ops,user_action,regex,61
"API endpoint /auth/login is deprecated, migrate to /v2/clients by Jan 2025",deprecation_warning,regex,74
User session expired after 60 minutes for user manager.ops,user_action,regex,58
"Cache cleared: 1250 entries removed, 512MB freed",system_notification,regex,48
File upload completed: data.csv (512MB) by client alice.smith,user_action,regex,61
Configuration file report.pdf reloaded completed,system_notification,regex,48
Profile updated: client 12345 changed email to test@unknown.com,user_action,regex,63
Client session expired after 45 minutes for client manager.ops,user_action,regex,62
"Report format CSV will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,regex,67
File upload completed: data.csv (250MB) by client admin,user_action,regex,55
File upload completed: backup.zip (1024MB) by client admin,user_action,regex,58
"Report format CSV will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,regex,66
Credit card authorization declined: invalid CVV,workflow_error,regex,47
Memory usage: 95% of heap (6.2GB/8GB),system_notification,regex,37
Account locked: 10 unsuccessful login attempts for admin,user_action,regex,56
Client session expired after 45 minutes for client john.doe,user_action,regex,59
ETL pipeline completed: 5 records processed in 5 minutes,system_notification,regex,56
API endpoint /v2/orders responding normally (145ms),system_notification,regex,51
File upload completed: backup.zip (250MB) by client admin,user_action,regex,57
File upload completed: quarterly.xlsx (250MB) by client alice.smith,user_action,regex,67
Account locked: 1250 failed login attempts for temp.client,user_action,regex,58
File upload unsuccessful: data.csv exceeds 250MB limit,workflow_error,regex,54
Email delivery failed: invalid recipient address test@unknown.com,workflow_error,regex,65
Data import unsuccessful: duplicate record at line 1247,workflow_error,regex,55
File upload completed: data.csv (512MB) by client admin,user_action,regex,55
File upload completed: quarterly.xlsx (250MB) by client manager.ops,user_action,regex,67
Account locked: 1250 unsuccessful login attempts for manager.ops,user_action,regex,64
User admin created new project 'Q1-Financials',user_action,regex,46
File upload completed: config.yaml (512MB) by user alice.smith,user_action,regex,62
File upload completed: report.pdf (45MB) by user temp.user,user_action,regex,58
User john.doe logged in from IP 203.0.113.55,user_action,regex,44
Memory usage: 45% of heap (4.2GB/8GB),system_notification,regex,37
"Legacy email template system deprecated, use cloud storage",deprecation_warning,regex,58
File upload completed: quarterly.xlsx (45MB) by user alice.smith,user_action,regex,64
Account locked: 50 failed login attempts for alice.smith,user_action,regex,56
Database connection pool initialized with 100 connections,system_notification,regex,57
File upload completed: report.pdf (250MB) by client alice.smith,user_action,regex,63
Account locked: 1500 failed login attempts for alice.smith,user_action,regex,58
ETL pipeline completed: 5 records processed in {minutes} minutes,system_notification,regex,64
API endpoint /v2/orders responding normally (120ms),system_notification,regex,51
File upload unsuccessful: config.yaml exceeds 1024MB limit,workflow_error,regex,58
Client session expired after 15 minutes for client john.doe,user_action,regex,59
File upload completed: quarterly.xlsx (45MB) by user john.doe,user_action,regex,61
Application started successfully on port 9090,system_notification,regex,45
File upload completed: data.csv (1024MB) by client admin,user_action,regex,56
File upload completed: report.pdf (100MB) by client alice.smith,user_action,regex,63
File upload completed: data.csv (512MB) by user john.doe,user_action,regex,56
Account locked: 100 failed login attempts for temp.client,user_action,regex,57
File upload completed: data.csv (100MB) by client manager.ops,user_action,regex,61
Account locked: 2500 unsuccessful login attempts for temp.user,user_action,regex,62
Memory usage: 45% of heap (6.2GB/16GB),system_notification,regex,38
File upload completed: data.csv (100MB) by client john.doe,user_action,regex,58
File upload completed: quarterly.xlsx (100MB) by client alice.smith,user_action,regex,67
File upload completed: backup.zip (512MB) by user admin,user_action,regex,55
Payment processing failed: insufficient funds for order #67890,workflow_error,regex,62
Client session expired after 15 minutes for client manager.ops,user_action,regex,62
Client session expired after 5 minutes for client manager.ops,user_action,regex,61
Account locked: 100 failed login attempts for admin,user_action,regex,51
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,regex,49
Account locked: 20 unsuccessful login attempts for temp.user,user_action,regex,60
ETL pipeline completed: 100 records processed in 45 minutes,system_notification,regex,59
"API endpoint /v1/clients is deprecated, migrate to /v2/clients by Jan 2025",deprecation_warning,regex,74
Credit card authorization declined: limit exceeded,workflow_error,regex,50
User session expired after 15 minutes for user manager.ops,user_action,regex,58
User john.doe logged in from IP 10.0.0.45,user_action,regex,41
Document validation unsuccessful: missing required field email,workflow_error,regex,62
File upload completed: config.yaml (45MB) by user temp.user,user_action,regex,59
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,71
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,regex,49
Account locked: 2500 failed login attempts for temp.user,user_action,regex,56
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,regex,66
User alice.smith logged in from IP 192.168.1.100,user_action,regex,48
Client session expired after 5 minutes for client admin,user_action,regex,55
Memory usage: 95% of heap (4.2GB/16GB),system_notification,regex,38
File upload completed: config.yaml (1024MB) by client manager.ops,user_action,regex,65
Service timeout: shipping unreachable,workflow_error,regex,37
File upload failed: data.csv exceeds 512MB limit,workflow_error,regex,48
File upload completed: backup.zip (100MB) by user manager.ops,user_action,regex,61
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Dec 2024",deprecation_warning,regex,66
User alice.smith logged in from IP {ip},user_action,regex,39
Profile updated: user 67890 changed email to user@invalid-domain,user_action,regex,64
File upload unsuccessful: backup.zip exceeds 1024MB limit,workflow_error,regex,57
File upload completed: config.yaml (100MB) by user admin,user_action,regex,56
"Support ending for Safari 12 by Dec 2024, update requirements",deprecation_warning,regex,61
File upload completed: backup.zip (512MB) by client john.doe,user_action,regex,60
Client john.doe logged in from IP 10.0.0.45,user_action,regex,43
Two-factor authentication enabled for user john.doe,user_action,regex,51
"Cache cleared: 10 entries removed, 1024MB freed",system_notification,regex,47
Queue processing failed: card expired,workflow_error,regex,37
File upload completed: data.csv (512MB) by user john.doe,user_action,regex,56
File upload completed: config.yaml (100MB) by client temp.client,user_action,regex,64
Configuration file quarterly.xlsx reloaded completed,system_notification,regex,52
File upload completed: backup.zip (1024MB) by user john.doe,user_action,regex,59
Client session expired after {minutes} minutes for client temp.client,user_action,regex,69
Client alice.smith created new project 'Q4-Analytics',user_action,regex,53
Load balancer health check passed - 5 nodes healthy,system_notification,regex,51
Application started successfully on port 9090,system_notification,regex,45
ETL pipeline completed: 2500 records processed in {minutes} minutes,system_notification,regex,67
Client alice.smith logged in from IP 192.168.1.100,user_action,regex,50
"Report format CSV will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,regex,67
File upload failed: backup.zip exceeds 250MB limit,workflow_error,regex,50
Account locked: 5 failed login attempts for alice.smith,user_action,regex,55
"API endpoint /v1/clients is deprecated, migrate to /v2/clients by Jan 2025",deprecation_warning,regex,74
File upload completed: backup.zip (45MB) by user temp.user,user_action,regex,58
Account locked: 1250 failed login attempts for manager.ops,user_action,regex,58
"Cache cleared: 20 entries removed, 250MB freed",system_notification,regex,46
File upload completed: quarterly.xlsx (45MB) by client alice.smith,user_action,regex,66
User temp.user created new project 'Q1-Financials',user_action,regex,50
Client session expired after {minutes} minutes for client admin,user_action,regex,63
ETL pipeline completed: 2500 records processed in 30 minutes,system_notification,regex,60
File upload completed: report.pdf (100MB) by client admin,user_action,regex,57
ETL pipeline completed: 100 records processed in {minutes} minutes,system_notification,regex,66
Client session expired after 15 minutes for client temp.client,user_action,regex,62
"Method calculateVAT() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,regex,77
File upload completed: quarterly.xlsx (45MB) by user manager.ops,user_action,regex,64
Memory usage: 45% of heap (7.1GB/8GB),system_notification,regex,37
Client session expired after 5 minutes for client admin,user_action,regex,55
Data import failed: duplicate record at line 9001,workflow_error,regex,49
User manager.ops logged in from IP {ip},user_action,regex,39
Client session expired after 15 minutes for client temp.client,user_action,regex,62
File upload completed: quarterly.xlsx (100MB) by client alice.smith,user_action,regex,67
Old file storage API deprecated: migrate to new template engine,deprecation_warning,regex,63
Account locked: 50 failed login attempts for manager.ops,user_action,regex,56
File upload completed: data.csv (100MB) by user alice.smith,user_action,regex,59
File upload completed: quarterly.xlsx (45MB) by user temp.user,user_action,regex,62
"Database driver postgres-9.x is deprecated, upgrade to 4.0",deprecation_warning,regex,58
Database connection pool initialized with 1500 connections,system_notification,regex,58
File upload completed: report.pdf (512MB) by user john.doe,user_action,regex,58
File upload completed: report.pdf (1024MB) by client temp.client,user_action,regex,64
File upload completed: quarterly.xlsx (45MB) by client manager.ops,user_action,regex,66
File upload completed: report.pdf (512MB) by client admin,user_action,regex,57
Legacy authentication module will be sunset in Q4 2024,deprecation_warning,regex,54
File upload unsuccessful: quarterly.xlsx exceeds 45MB limit,workflow_error,regex,59
"API endpoint /v1/users is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,regex,70
File upload completed: report.pdf (45MB) by client manager.ops,user_action,regex,62
File upload completed: quarterly.xlsx (512MB) by client manager.ops,user_action,regex,67
File upload completed: backup.zip (1024MB) by client alice.smith,user_action,regex,64
Client admin created new project 'HR-Dashboard',user_action,regex,47
Memory usage: 82% of heap (6.2GB/16GB),system_notification,regex,38
File upload completed: quarterly.xlsx (512MB) by user manager.ops,user_action,regex,65
File upload completed: config.yaml (100MB) by client manager.ops,user_action,regex,64
File upload completed: quarterly.xlsx (45MB) by user alice.smith,user_action,regex,64
Account locked: 100 failed login attempts for temp.user,user_action,regex,55
Account locked: 1250 failed login attempts for temp.user,user_action,regex,56
User john.doe created new project 'Q1-Financials',user_action,regex,49
File upload unsuccessful: backup.zip exceeds 45MB limit,workflow_error,regex,55
"Cache cleared: 5 entries removed, 45MB freed",system_notification,regex,44
API rate limit exceeded for client beta-ltd (100 requests/minute),workflow_error,regex,65
Client session expired after {minutes} minutes for client temp.client,user_action,regex,69
Account locked: 1500 failed login attempts for temp.client,user_action,regex,58
Database connection pool initialized with 2500 connections,system_notification,regex,58
File upload completed: data.csv (250MB) by client manager.ops,user_action,regex,61
Password changed completed for user ID 12345,user_action,regex,44
User session expired after {minutes} minutes for user manager.ops,user_action,regex,65
"Report format CSV will be discontinued, migrate to Parquet by Q2 2025",deprecation_warning,regex,69
Client session expired after 45 minutes for client alice.smith,user_action,regex,62
Memory usage: 95% of heap (4.2GB/8GB),system_notification,regex,37
ETL pipeline completed: 5 records processed in 5 minutes,system_notification,regex,56
Memory usage: 82% of heap (6.2GB/8GB),system_notification,regex,37
Client session expired after 45 minutes for client manager.ops,user_action,regex,62
Account locked: 100 unsuccessful login attempts for admin,user_action,regex,57
File upload completed: report.pdf (1024MB) by client manager.ops,user_action,regex,64
File upload completed: config.yaml (250MB) by user admin,user_action,regex,56
File upload unsuccessful: data.csv exceeds 1024MB limit,workflow_error,regex,55
File upload completed: quarterly.xlsx (250MB) by client john.doe,user_action,regex,64
File upload unsuccessful: config.yaml exceeds 1024MB limit,workflow_error,regex,58
Client alice.smith logged in from IP 10.0.0.45,user_action,regex,46
Legacy authentication module will be sunset in Q1 2024,deprecation_warning,regex,54
File upload completed: data.csv (45MB) by user john.doe,user_action,regex,55
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,65
Database connection pool initialized with 5 connections,system_notification,regex,55
Document shared: config.yaml shared with team-leads@company.com,user_action,regex,63
File upload completed: config.yaml (250MB) by user temp.user,user_action,regex,60
Account locked: 50 failed login attempts for temp.user,user_action,regex,54
ETL pipeline completed: 1250 records processed in 45 minutes,system_notification,regex,60
User admin created new project 'Q4-Analytics',user_action,regex,45
User john.doe logged in from IP 192.168.1.100,user_action,regex,45
File upload completed: backup.zip (1024MB) by user alice.smith,user_action,regex,62
Client alice.smith created new project 'HR-Dashboard',user_action,regex,53
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,regex,69
API rate limit exceeded for client beta-ltd (50 requests/minute),workflow_error,regex,64
ETL pipeline completed: 20 records processed in 5 minutes,system_notification,regex,57
Account locked: 100 failed login attempts for john.doe,user_action,regex,54
API endpoint /v2/orders responding normally (250ms),system_notification,regex,51
"Cache cleared: 20 entries removed, 1024MB freed",system_notification,regex,47
Memory usage: 95% of heap (4.2GB/16GB),system_notification,regex,38
File upload completed: report.pdf (45MB) by client manager.ops,user_action,regex,62
File upload completed: report.pdf (45MB) by user manager.ops,user_action,regex,60
File upload unsuccessful: data.csv exceeds 250MB limit,workflow_error,regex,54
ETL pipeline completed: 50 records processed in 15 minutes,system_notification,regex,58
API endpoint /metrics responding normally (250ms),system_notification,regex,49
User session expired after 15 minutes for user admin,user_action,regex,52
File upload completed: data.csv (100MB) by user manager.ops,user_action,regex,59
File upload completed: data.csv (250MB) by user john.doe,user_action,regex,56
Action completed successfully,unclassified,regex,29
Profile updated: user 67890 changed email to test@unknown.com,user_action,regex,61
Profile updated: client 12847 changed email to test@unknown.com,user_action,regex,63
User session expired after 5 minutes for user temp.user,user_action,regex,55
Profile updated: client 67890 changed email to client@invalid-domain,user_action,regex,68
ETL pipeline completed: 50 records processed in {minutes} minutes,system_notification,regex,65
Account locked: 20 failed login attempts for admin,user_action,regex,50
ETL pipeline completed: 1250 records processed in 45 minutes,system_notification,regex,60
Account locked: 1250 unsuccessful login attempts for manager.ops,user_action,regex,64
Account locked: 1500 failed login attempts for temp.client,user_action,regex,58
File upload completed: quarterly.xlsx (250MB) by user alice.smith,user_action,regex,65
API endpoint /metrics responding normally (145ms),system_notification,regex,49
File upload failed: data.csv exceeds 100MB limit,workflow_error,regex,48
File upload completed: quarterly.xlsx (45MB) by client alice.smith,user_action,regex,66
Account locked: 1500 failed login attempts for temp.user,user_action,regex,56
"Method calculateTax() deprecated since 4.0, use VATService instead",deprecation_warning,regex,66
User preferences updated: SMS-only,user_action,regex,34
"Cache cleared: 10 entries removed, 1024MB freed",system_notification,regex,47
Account locked: 50 unsuccessful login attempts for alice.smith,user_action,regex,62
"Method calculateTax() deprecated since 3.0, use VATService instead",deprecation_warning,regex,66
Client admin logged in from IP 203.0.113.55,user_action,regex,43
ETL pipeline completed: 2500 records processed in 45 minutes,system_notification,regex,60
ETL pipeline completed: 1250 records processed in 5 minutes,system_notification,regex,59
File upload completed: report.pdf (250MB) by client manager.ops,user_action,regex,63
File upload failed: config.yaml exceeds 512MB limit,workflow_error,regex,51
"API endpoint /auth/login is deprecated, migrate to /v2/clients by Jan 2025",deprecation_warning,regex,74
Account locked: 10 failed login attempts for alice.smith,user_action,regex,56
API rate limit exceeded for client alpha-inc (1250 requests/minute),workflow_error,regex,67
Load balancer health check passed - 5 nodes healthy,system_notification,regex,51
API endpoint /v2/orders responding normally (250ms),system_notification,regex,51
Account locked: 1500 failed login attempts for temp.user,user_action,regex,56
API endpoint /metrics responding normally (200ms),system_notification,regex,49
Legacy authentication module will be sunset in Q3 2024,deprecation_warning,regex,54
"API endpoint /metrics is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,regex,68
File upload failed: quarterly.xlsx exceeds 1024MB limit,workflow_error,regex,55
Data import failed: duplicate record at line 1247,workflow_error,regex,49
API rate limit exceeded for client alpha-inc (1250 requests/minute),workflow_error,regex,67
File upload completed: quarterly.xlsx (250MB) by user manager.ops,user_action,regex,65
Memory usage: 75% of heap (7.1GB/8GB),system_notification,regex,37
"Cache cleared: 2500 entries removed, 45MB freed",system_notification,regex,47
File upload completed: config.yaml (512MB) by client alice.smith,user_action,regex,64
Configuration file backup.zip reloaded completed,system_notification,regex,48
File upload failed: quarterly.xlsx exceeds 512MB limit,workflow_error,regex,54
Account locked: 1500 unsuccessful login attempts for temp.user,user_action,regex,62
User manager.ops logged in from IP {ip},user_action,regex,39
Account locked: 2500 failed login attempts for temp.user,user_action,regex,56
API rate limit exceeded for client beta-ltd (20 requests/minute),workflow_error,regex,64
API rate limit exceeded for client beta-ltd (2500 requests/minute),workflow_error,regex,66
Password changed successfully for client ID 67890,user_action,regex,49
ETL pipeline completed: 1500 records processed in 60 minutes,system_notification,regex,60
User preferences updated: email-only,user_action,regex,36
File upload completed: backup.zip (512MB) by client admin,user_action,regex,57
User alice.smith logged in from IP 192.168.1.100,user_action,regex,48
File upload completed: quarterly.xlsx (250MB) by user admin,user_action,regex,59
API endpoint /auth/login responding normally (200ms),system_notification,regex,52
Memory usage: 60% of heap (4.2GB/8GB),system_notification,regex,37
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,regex,71
User session expired after {minutes} minutes for user manager.ops,user_action,regex,65
Password changed completed for user ID 12847,user_action,regex,44
"Report format CSV will be discontinued, migrate to Parquet by Dec 2024",deprecation_warning,regex,70
File upload failed: config.yaml exceeds 100MB limit,workflow_error,regex,51
File upload completed: backup.zip (1024MB) by user admin,user_action,regex,56
File upload unsuccessful: backup.zip exceeds 45MB limit,workflow_error,regex,55
API rate limit exceeded for client xyz-corp (10 requests/minute),workflow_error,regex,64
File upload completed: config.yaml (45MB) by user temp.user,user_action,regex,59
User session expired after 60 minutes for user alice.smith,user_action,regex,58
Account locked: 2500 failed login attempts for temp.user,user_action,regex,56
File upload failed: quarterly.xlsx exceeds 100MB limit,workflow_error,regex,54
"API endpoint /v1/clients is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,regex,71
"Cache cleared: 100 entries removed, 512MB freed",system_notification,regex,47
File upload unsuccessful: quarterly.xlsx exceeds 250MB limit,workflow_error,regex,60
Account locked: 50 failed login attempts for temp.client,user_action,regex,56
Account locked: 5 unsuccessful login attempts for john.doe,user_action,regex,58
"Cache cleared: 20 entries removed, 45MB freed",system_notification,regex,45
"API endpoint /v1/clients is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,regex,70
Client temp.client created new project 'Q4-Analytics',user_action,regex,53
Account locked: 1250 unsuccessful login attempts for manager.ops,user_action,regex,64
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,regex,70
File upload completed: backup.zip (512MB) by user admin,user_action,regex,55
"Method calculateTax() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,regex,77
Document shared: quarterly.xlsx shared with team-leads@company.com,user_action,regex,66
Profile updated: client 12847 changed email to test@unknown.com,user_action,regex,63
Password changed successfully for client ID 12345,user_action,regex,49
API rate limit exceeded for client beta-ltd (5 requests/minute),workflow_error,regex,63
User manager.ops logged in from IP 203.0.113.55,user_action,regex,47
API endpoint /v1/clients responding normally (250ms),system_notification,regex,52
Client session expired after {minutes} minutes for client manager.ops,user_action,regex,69
Account locked: 50 unsuccessful login attempts for admin,user_action,regex,56
Client session expired after 5 minutes for client manager.ops,user_action,regex,61
"Method calculateTax() deprecated since 4.0, use VATService instead",deprecation_warning,regex,66
API rate limit exceeded for client xyz-corp (20 requests/minute),workflow_error,regex,64
File upload failed: backup.zip exceeds 45MB limit,workflow_error,regex,49
Memory usage: 60% of heap (6.2GB/8GB),system_notification,regex,37
ETL pipeline completed: 100 records processed in 60 minutes,system_notification,regex,59
Status: OK,unclassified,regex,10
Memory usage: 75% of heap (7.1GB/8GB),system_notification,regex,37
Email delivery unsuccessful: invalid recipient address test@unknown.com,workflow_error,regex,71
Old file storage API deprecated: migrate to cloud storage,deprecation_warning,regex,57
File upload unsuccessful: config.yaml exceeds 100MB limit,workflow_error,regex,57
File upload completed: backup.zip (1024MB) by user admin,user_action,regex,56
Client session expired after 45 minutes for client alice.smith,user_action,regex,62
Client alice.smith created new project 'Q4-Analytics',user_action,regex,53
File upload completed: config.yaml (1024MB) by client manager.ops,user_action,regex,65
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,regex,49
File upload completed: quarterly.xlsx (100MB) by user alice.smith,user_action,regex,65
"Report format XML will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,regex,67
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,65
File upload completed: backup.zip (250MB) by client manager.ops,user_action,regex,63
File upload completed: backup.zip (100MB) by user temp.user,user_action,regex,59
Application started successfully on port 8080,system_notification,regex,45
Password changed successfully for client ID 78934,user_action,regex,49
Account locked: 5 failed login attempts for admin,user_action,regex,49
File upload unsuccessful: data.csv exceeds 250MB limit,workflow_error,regex,54
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,regex,66
File upload failed: data.csv exceeds 250MB limit,workflow_error,regex,48
"API endpoint /v1/clients is deprecated, migrate to /v2/clients by Dec 2024",deprecation_warning,regex,74
File upload completed: data.csv (100MB) by user manager.ops,user_action,regex,59
Account locked: 2500 unsuccessful login attempts for admin,user_action,regex,58
Client session expired after 60 minutes for client manager.ops,user_action,regex,62
Credit card authorization declined: limit exceeded,workflow_error,regex,50
Document validation failed: missing required field customer_id,workflow_error,regex,62
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,regex,49
API rate limit exceeded for client beta-ltd (100 requests/minute),workflow_error,regex,65
File upload completed: data.csv (512MB) by client alice.smith,user_action,regex,61
File upload completed: report.pdf (1024MB) by client john.doe,user_action,regex,61
File upload unsuccessful: config.yaml exceeds 100MB limit,workflow_error,regex,57
File upload completed: backup.zip (250MB) by client manager.ops,user_action,regex,63
File upload completed: data.csv (45MB) by user manager.ops,user_action,regex,58
API rate limit exceeded for client alpha-inc (2500 requests/minute),workflow_error,regex,67
Load balancer health check passed - 20 nodes healthy,system_notification,regex,52
Queue processing failed: limit exceeded,workflow_error,llm,39
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,llm,71
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,llm,69
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,llm,49
Data import was unsuccessful: duplicate record at line 9001,workflow_error,llm,59
Payment processing was unsuccessful: insufficient funds for order #67890,workflow_error,llm,72
Legacy authentication module will be sunset in Q3 2024,deprecation_warning,llm,54
SSL certificate renewed for domain service.domain.net,system_notification,llm,53
Queue processing failed: limit exceeded,workflow_error,llm,39
File upload failed: backup.zip exceeds 45MB limit,workflow_error,llm,49
File upload was unsuccessful: data.csv exceeds 1024MB limit,workflow_error,llm,59
"Database driver postgres-9.x is obsolete, upgrade to 2.0",deprecation_warning,llm,56
User preferences updated: SMS-only,user_action,llm,34
ETL pipeline completed: 5 records processed in 45 minutes,system_notification,llm,57
Queue processing failed: invalid CVV,workflow_error,llm,36
"API endpoint /metrics is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,llm,67
File upload was unsuccessful: data.csv exceeds 250MB limit,workflow_error,llm,58
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,llm,70
Password changed completed successfullyly for user ID 12847,user_action,llm,59
File upload completed: quarterly.xlsx (45MB) by user manager.ops,user_action,llm,64
Two-factor authentication enabled for user admin,user_action,llm,48
User admin created new project 'Q4-Analytics',user_action,llm,45
Request processed,unclassified,llm,17
"Database driver postgres-9.x is obsolete, upgrade to 3.0",deprecation_warning,llm,56
User session expired after 5 minutes for user john.doe,user_action,llm,54
File upload completed: data.csv (1024MB) by user john.doe,user_action,llm,57
File upload was unsuccessful: report.pdf exceeds 45MB limit,workflow_error,llm,59
"Cache cleared: 50 entries removed, 512MB freed",system_notification,llm,46
"Function calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,llm,79
"Function calculateVAT() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,llm,79
"Cache cleared: 5 entries removed, 45MB freed",system_notification,llm,44
Profile updated: user 12847 changed email to user@invalid-domain,user_action,llm,64
Memory usage: 82% of heap (4.2GB/8GB),system_notification,llm,37
Account locked: 50 was unsuccessful login attempts for temp.user,user_action,llm,64
Database connection pool initialized with 20 connections,system_notification,llm,56
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,llm,65
"Method calculateVAT() deprecated since 4.0, use VATService alternatively",deprecation_warning,llm,72
"Method calculateVAT() deprecated since 4.0, use TaxCalculationService alternatively",deprecation_warning,llm,83
Load balancer health check passed - 2500 nodes healthy,system_notification,llm,54
Account locked: 2500 was unsuccessful login attempts for alice.smith,user_action,llm,68
ETL pipeline completed: 2500 records processed in {minutes} minutes,system_notification,llm,67
"API endpoint /auth/login is obsolete, migrate to /v2/users by Jan 2025",deprecation_warning,llm,70
Profile updated: user 67890 changed email to user@invalid-domain,user_action,llm,64
"API endpoint /auth/login is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,llm,72
Account locked: 2500 failed login attempts for alice.smith,user_action,llm,58
Configuration option 'legacy_mode=true' will be removed in version 3.0,deprecation_warning,llm,70
File upload was unsuccessful: quarterly.xlsx exceeds 250MB limit,workflow_error,llm,64
"Cache cleared: 1250 entries removed, 1024MB freed",system_notification,llm,49
"Method calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,llm,77
"Cache cleared: 5 entries removed, 512MB freed",system_notification,llm,45
User john.doe created new project 'Q1-Financials',user_action,llm,49
"Cache cleared: 5 entries removed, 512MB freed",system_notification,llm,45
Application started successfully on port 8080,system_notification,llm,45
"API endpoint /metrics is obsolete, migrate to /v3/auth by Jan 2025",deprecation_warning,llm,66
Scheduled backup completed at 2025-09-15 08:45:00,system_notification,llm,49
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,llm,69
Password changed successfully for user ID 12345,user_action,llm,47
User session expired after 60 minutes for user manager.ops,user_action,llm,58
File upload completed: quarterly.xlsx (45MB) by user manager.ops,user_action,llm,64
File upload completed: quarterly.xlsx (512MB) by user admin,user_action,llm,59
API rate limit exceeded for client beta-ltd (1500 requests/minute),workflow_error,llm,66
User session expired after {minutes} minutes for user temp.user,user_action,llm,63
SSL certificate renewed for domain service.domain.net,system_notification,llm,53
